,LEA,SCHNAME,PTAC5EM_PTQ,PTEBACC_PTQ,PTAC5EMFSM_PTQ,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ
2018,Plymouth (879),Plymouth High School for Girls,0.97,0.65,,0.87,0.94
2019,Plymouth (879),Plymouth School of Creative Arts,,,,,
2020,Plymouth (879),Plymstock School,0.59,0.34,0.19,0.8,0.66
2021,Plymouth (879),Ridgeway School,0.45,0.2,0.29,0.5,0.7
2022,Plymouth (879),St Boniface's RC College,0.44,0.15,0.14,0.62,0.52
2023,Plymouth (879),Sir John Hunt Community Sports College,0.28,0.09,0.23,0.5,0.32
2024,Plymouth (879),Stoke Damerel Community College,0.45,0.09,0.34,0.79,0.51
2025,Plymouth (879),Tor Bridge High,0.42,0.11,0.26,0.52,0.47
2026,Plymouth (879),UTC Plymouth,,,,,
2027,Torbay (880),Brixham College,0.58,0.15,0.44,0.79,0.58
2028,Torbay (880),Churston Ferrers Grammar School Academy,0.98,0.77,0.94,0.87,0.92
2029,Torbay (880),Devon Studio School,,,,,
2030,Torbay (880),Paignton Community and Sports Academy,0.42,0.02,0.28,0.75,0.43
2031,Torbay (880),St Cuthbert Mayne School,0.38,0.09,0.23,0.73,0.34
2032,Torbay (880),Torquay Academy,0.28,0.01,0.22,0.59,0.53
2033,Torbay (880),Torquay Boys' Grammar School,0.99,0.71,0.9,0.98,0.98
2034,Torbay (880),Torquay Girls Grammar School,0.98,0.9,0.92,0.99,0.98
2035,Torbay (880),Westlands School,0.44,0.01,0.35,0.85,0.46
2036,Essex (881),Alderman Blaxill School,0.2,0.02,0.0,0.46,0.3
2037,Essex (881),Alec Hunter Academy,0.38,0.16,0.21,0.39,0.61
2038,Essex (881),Anglo European School,0.68,0.45,0.52,0.72,0.76
2039,Essex (881),The Appleton School,0.56,0.26,0.43,0.79,0.69
2040,Essex (881),The Basildon Upper Academy,0.28,0.02,0.21,0.62,0.5
2041,Essex (881),Beauchamps High School,0.68,0.33,0.49,0.81,0.76
2042,Essex (881),Becket Keys Church of England Free School,,,,,
2043,Essex (881),The Billericay School,0.73,0.26,0.47,0.85,0.69
2044,Essex (881),The Boswells School,0.54,0.22,0.27,0.7,0.55
2045,Essex (881),Brentwood County High School,0.57,0.17,0.31,0.64,0.7
2046,Essex (881),Brentwood Ursuline Convent High School,0.69,0.32,0.7,0.73,0.73
2047,Essex (881),The Bromfords School,0.57,0.1,0.38,0.71,0.74
2048,Essex (881),Burnt Mill Academy Trust,0.82,0.14,0.71,0.97,0.86
2049,Essex (881),Castle View School,0.49,0.07,0.32,0.79,0.53
2050,Essex (881),Chelmer Valley High School,0.59,0.15,0.38,0.73,0.71
2051,Essex (881),Chelmsford County High School for Girls,1.0,0.18,,0.99,0.99
2052,Essex (881),Clacton Coastal Academy,0.39,0.02,0.31,0.78,0.58
2053,Essex (881),Clacton County High School,0.64,0.18,0.57,0.83,0.82
2054,Essex (881),Colchester Academy,0.37,0.09,0.26,0.45,0.62
2055,Essex (881),Colchester County High School for Girls,1.0,0.95,,0.99,1.0
2056,Essex (881),Colchester Royal Grammar School,1.0,0.76,,1.0,0.99
2057,Essex (881),Colne Community School and College,0.69,0.08,0.57,0.92,0.73
2058,Essex (881),Davenant Foundation School,0.78,0.43,0.42,0.77,0.87
2059,Essex (881),De La Salle School and Language College,0.58,0.29,0.49,0.83,0.79
2060,Essex (881),The Deanes School,0.47,0.08,0.28,0.71,0.48
2061,Essex (881),Debden Park High School,0.73,0.2,0.63,0.86,0.77
2062,Essex (881),Epping St John's Church of England VC School,0.45,0.15,0.33,0.61,0.5
2063,Essex (881),The FitzWimarc School,0.73,0.15,0.5,0.82,0.76
2064,Essex (881),Forest Hall School,0.43,0.03,0.44,0.63,0.58
2065,Essex (881),The Gilberd School,0.58,0.15,0.47,0.78,0.63
2066,Essex (881),Great Baddow High School,0.58,0.22,0.31,0.76,0.66
2067,Essex (881),Greensward Academy,0.68,0.23,0.46,0.81,0.79
2068,Essex (881),Harwich and Dovercourt High School,0.55,0.12,0.43,0.82,0.62
2069,Essex (881),Hedingham School and Sixth Form,0.51,0.15,0.32,0.68,0.57
2070,Essex (881),Helena Romanes School and Sixth Form Centre,0.57,0.18,0.39,0.59,0.63
2071,Essex (881),The Honywood Community Science School,0.54,0.25,0.23,0.72,0.52
2072,Essex (881),Hylands School,0.44,0.19,0.23,0.83,0.66
2073,Essex (881),The James Hornsby School,0.29,0.08,0.21,0.64,0.38
2074,Essex (881),"Joyce Frankland Academy, Newport",0.66,0.36,0.33,0.7,0.77
2075,Essex (881),The King Edmund School,0.45,0.02,0.22,0.69,0.51
2076,Essex (881),"King Edward VI Grammar School, Chelmsford",0.99,0.0,,1.0,1.0
2077,Essex (881),King Harold Business & Enterprise Academy,0.38,0.18,0.24,0.8,0.39
2078,Essex (881),The King John School,0.62,0.42,0.44,0.7,0.79
2079,Essex (881),Maltings Academy,0.63,0.02,0.48,0.89,0.79
2080,Essex (881),Manningtree High School,0.63,0.18,0.41,0.79,0.59
2081,Essex (881),Mark Hall Academy,0.35,0.12,0.23,0.38,0.56
2082,Essex (881),Mayflower High School,0.73,0.38,0.56,0.79,0.81
2083,Essex (881),Moulsham High School,0.54,0.25,0.38,0.77,0.61
2084,Essex (881),New Campus Basildon Studio School,,,,,
2085,Essex (881),New Rickstones Academy,0.4,0.06,0.33,0.59,0.74
2086,Essex (881),Notley High School and Braintree Sixth Form,0.43,0.2,0.26,0.66,0.49
2087,Essex (881),Ormiston Rivers Academy,0.54,0.16,0.48,0.86,0.68
2088,Essex (881),Passmores Academy,0.59,0.23,0.38,0.89,0.63
2089,Essex (881),Philip Morant School and College,0.63,0.15,0.51,0.85,0.67
2090,Essex (881),Plume School,0.51,0.22,0.33,0.65,0.58
2091,Essex (881),"The Ramsey Academy, Halstead",0.55,0.2,0.41,0.72,0.5
2092,Essex (881),Roding Valley High School,0.67,0.29,0.57,0.77,0.79
2093,Essex (881),Saffron Walden County High School,0.72,0.47,0.4,0.84,0.74
2094,Essex (881),St Benedict's Catholic College,0.62,0.33,0.31,0.77,0.63
2095,Essex (881),St Helena School,0.42,0.13,0.17,0.68,0.42
2096,Essex (881),"St John Payne Catholic Comprehensive School, Chelmsford",0.61,0.28,0.25,0.71,0.73
2097,Essex (881),St Mark's West Essex Catholic School,0.58,0.35,0.28,0.79,0.63
2098,Essex (881),St Martin's School Brentwood,0.73,0.17,0.57,0.81,0.82
2099,Essex (881),The Sandon School,0.66,0.23,0.24,0.69,0.78
2100,Essex (881),Shenfield High School,0.57,0.21,0.33,0.71,0.71
2101,Essex (881),The Stanway School,0.58,0.15,0.43,0.68,0.74
2102,Essex (881),"Stewards Academy - Science Specialist, Harlow",0.6,0.18,0.41,0.89,0.71
2103,Essex (881),The Sweyne Park School,0.68,0.32,0.46,0.79,0.8
2104,Essex (881),Tabor Academy,0.42,0.24,0.33,0.63,0.51
2105,Essex (881),Tendring Enterprise Studio School,0.01,0.0,0.0,0.41,0.07
2106,Essex (881),Tendring Technology College,0.47,0.06,0.31,0.78,0.52
2107,Essex (881),The Thomas Lord Audley School,0.38,0.15,0.32,0.56,0.52
2108,Essex (881),Thurstable School Sports College and Sixth Form Centre,0.48,0.19,0.22,0.66,0.61
2109,Essex (881),West Hatch High School,0.6,0.11,0.57,0.78,0.66
2110,Essex (881),William de Ferrers School,0.56,0.11,0.39,0.6,0.68
2111,Essex (881),Woodlands School,0.39,0.2,0.3,0.51,0.48
2112,Southend on Sea (882),Belfairs Academy,0.62,0.05,0.55,0.97,0.63
2113,Southend on Sea (882),Cecil Jones College,0.37,0.08,0.16,0.59,0.45
2114,Southend on Sea (882),Chase High School,0.18,0.02,0.06,0.33,0.33
2115,Southend on Sea (882),The Eastwood Academy,0.64,0.2,0.24,0.74,0.87
2116,Southend on Sea (882),Futures Community College,0.15,0.0,0.11,0.3,0.29
2117,Southend on Sea (882),St Bernard's High School,0.83,0.33,0.57,0.91,0.84
2118,Southend on Sea (882),St Thomas More High School,0.58,0.22,0.48,0.68,0.83
2119,Southend on Sea (882),Shoeburyness High School,0.61,0.04,0.37,0.68,0.65
2120,Southend on Sea (882),Southend High School for Boys,0.99,0.92,1.0,0.95,1.0
2121,Southend on Sea (882),Southend High School for Girls,1.0,0.87,1.0,0.92,0.98
2122,Southend on Sea (882),Westcliff High School for Boys Academy,1.0,0.85,1.0,0.99,0.98
2123,Southend on Sea (882),Westcliff High School for Girls,0.99,0.85,,0.99,0.99
2124,Thurrock (883),Gable Hall School,0.72,0.39,0.56,0.9,0.75
2125,Thurrock (883),The Gateway Academy,0.45,0.02,0.3,0.64,0.58
2126,Thurrock (883),Grays Convent High School,0.63,0.25,0.3,0.76,0.76
2127,Thurrock (883),Harris Academy Chafford Hundred,0.92,0.26,0.81,0.98,0.97
2128,Thurrock (883),Hassenbrook Academy,0.44,0.12,0.32,0.56,0.79
2129,Thurrock (883),The Hathaway Academy,0.46,0.09,0.33,0.63,0.72
2130,Thurrock (883),The Ockendon Academy,0.5,0.16,0.35,0.66,0.63
2131,Thurrock (883),Ormiston Park Academy,0.33,0.09,0.22,0.59,0.47
2132,Thurrock (883),St Clere's School,0.62,0.3,0.57,0.67,0.83
2133,Thurrock (883),William Edwards School,0.6,0.27,0.42,0.69,0.75
2134,Herefordshire (884),Aylestone Business and Enterprise College,0.5,0.19,0.31,0.67,0.63
2135,Herefordshire (884),The Bishop of Hereford's Bluecoat School,0.65,0.37,0.35,0.73,0.76
2136,Herefordshire (884),Earl Mortimer College and Sixth Form Centre,0.51,0.27,0.34,0.63,0.61
2137,Herefordshire (884),Fairfield High School,0.74,0.46,0.78,0.88,0.88
2138,Herefordshire (884),The Hereford Academy,0.35,0.11,0.2,0.7,0.38
2139,Herefordshire (884),John Kyrle High School and Sixth Form Centre Academy,0.64,0.31,0.55,0.72,0.82
2140,Herefordshire (884),John Masefield High School,0.68,0.32,0.54,0.85,0.74
2141,Herefordshire (884),Kingstone High School,0.46,0.13,0.3,0.62,0.58
2142,Herefordshire (884),Lady Hawkins High School,0.56,0.34,0.46,0.74,0.78
2143,Herefordshire (884),Queen Elizabeth Humanities College,0.62,0.26,0.32,0.78,0.55
2144,Herefordshire (884),Robert Owen Vocational School,,,,,
2145,Herefordshire (884),St Mary's RC High School,0.87,0.32,0.64,0.94,0.91
2146,Herefordshire (884),The Steiner Academy Hereford,0.29,0.0,,0.59,0.85
2147,Herefordshire (884),Weobley High School,0.49,0.33,0.35,0.6,0.73
2148,Herefordshire (884),Whitecross Hereford; High School and Specialist Sports College,0.49,0.22,0.33,0.64,0.61
2149,Herefordshire (884),Wigmore School,0.8,0.27,0.7,0.88,0.8
2150,Worcestershire (885),Arrow Vale RSA Academy,0.48,0.19,0.26,0.82,0.65
2151,Worcestershire (885),Baxter College,0.37,0.08,0.25,0.53,0.48
2152,Worcestershire (885),The Bewdley School and Sixth Form Centre,0.57,0.36,0.34,0.72,0.72
2153,Worcestershire (885),Bishop Perowne CofE College,0.51,0.04,0.28,0.53,0.57
2154,Worcestershire (885),Blessed Edward Oldcorne Catholic College,0.69,0.22,0.44,0.78,0.79
2155,Worcestershire (885),The Chantry School,0.71,0.19,0.63,0.83,0.86
2156,Worcestershire (885),The Chase,0.74,0.4,0.33,0.83,0.77
2157,Worcestershire (885),Christopher Whitehead Language College,0.53,0.3,0.36,0.58,0.65
2158,Worcestershire (885),The De Montfort School,0.38,0.09,0.19,0.5,0.56
2159,Worcestershire (885),Droitwich Spa High School and Sixth Form Centre,0.5,0.26,0.23,0.61,0.64
2160,Worcestershire (885),Dyson Perrins CofE Sports College,0.5,0.13,0.29,0.6,0.55
2161,Worcestershire (885),Hagley Catholic High School,0.8,0.28,0.67,0.84,0.82
2162,Worcestershire (885),Hanley Castle High School,0.68,0.45,0.47,0.81,0.71
2163,Worcestershire (885),Haybridge High School and Sixth Form,0.78,0.36,0.5,0.82,0.87
2164,Worcestershire (885),King Charles I Secondary School,0.54,0.13,0.38,0.79,0.55
2165,Worcestershire (885),Kingsley College,0.56,0.15,0.25,0.7,0.68
2166,Worcestershire (885),North Bromsgrove High School,0.6,0.3,0.35,0.82,0.73
2167,Worcestershire (885),Nunnery Wood High School,0.67,0.23,0.38,0.93,0.76
2168,Worcestershire (885),Pershore High School,0.63,0.23,0.27,0.64,0.78
2169,Worcestershire (885),Prince Henry's High School,0.69,0.39,0.28,0.75,0.82
2170,Worcestershire (885),St Augustine's Catholic High School: A Specialist Science College,0.62,0.2,0.52,0.83,0.71
2171,Worcestershire (885),The Stourport High School and Sixth Form Centre,0.59,0.21,0.48,0.72,0.74
2172,Worcestershire (885),Tenbury High School,0.58,0.34,0.33,0.8,0.67
2173,Worcestershire (885),Trinity High School and Sixth Form Centre,0.68,0.14,0.54,0.8,0.78
2174,Worcestershire (885),Tudor Grange Academy Worcester,0.33,0.05,0.21,0.66,0.42
2175,Worcestershire (885),Waseley Hills High School and Sixth Form Centre,0.59,0.2,0.33,0.68,0.61
2176,Worcestershire (885),Wolverley CofE Secondary School,0.47,0.23,0.18,0.69,0.6
2177,Worcestershire (885),Woodrush Community High School,0.62,0.15,0.37,0.74,0.69
2178,Kent (886),The Abbey School,0.38,0.05,0.2,0.71,0.53
2179,Kent (886),The Archbishop's School,0.48,0.19,0.22,0.67,0.64
2180,Kent (886),Astor College (A Specialist College for the Arts),0.35,0.0,0.17,0.57,0.41
2181,Kent (886),Aylesford School - Sports College,0.37,0.01,0.29,0.69,0.45
2182,Kent (886),Barton Court Grammar School,0.97,0.76,0.86,0.93,0.98
2183,Kent (886),Bennett Memorial Diocesan School,0.78,0.48,0.77,0.9,0.87
2184,Kent (886),Borden Grammar School,0.91,0.61,0.93,0.82,0.89
2185,Kent (886),Brockhill Park Performing Arts College,0.39,0.01,0.24,0.75,0.51
2186,Kent (886),The Canterbury Academy,0.42,0.03,0.22,0.67,0.61
2187,Kent (886),Castle Community College,0.33,0.02,0.24,0.57,0.42
2188,Kent (886),The Charles Dickens School,0.35,0.06,0.15,0.74,0.43
2189,Kent (886),Chatham & Clarendon Grammar School,0.94,0.57,0.89,0.95,0.89
2190,Kent (886),Chaucer Technology School,0.47,0.07,0.28,0.67,0.57
2191,Kent (886),The Community College Whitstable,0.39,0.04,0.25,0.68,0.5
2192,Kent (886),Cornwallis Academy,0.47,0.12,0.22,0.75,0.54
2193,Kent (886),Cranbrook School,0.98,0.87,,0.96,0.97
2194,Kent (886),Dane Court Grammar School,0.9,0.62,0.89,0.79,0.9
2195,Kent (886),Dartford Grammar School,0.98,0.92,1.0,0.97,0.97
2196,Kent (886),Dartford Grammar School for Girls,0.99,0.73,1.0,0.96,0.95
2197,Kent (886),Dartford Science & Technology College,0.5,0.24,0.37,0.7,0.62
2198,Kent (886),Dover Christ Church Academy,0.34,0.07,0.19,0.46,0.63
2199,Kent (886),Dover Grammar School for Boys,0.85,0.26,0.89,0.9,0.76
2200,Kent (886),Dover Grammar School for Girls,0.99,0.88,1.0,0.92,0.94
2201,Kent (886),Duke of York's Royal Military School,0.67,0.24,,0.79,0.87
2202,Kent (886),The Ebbsfleet Academy,0.36,0.02,0.22,0.6,0.45
2203,Kent (886),The Ellington and Hereson School,0.28,0.05,0.25,0.64,0.51
2204,Kent (886),Folkestone Academy,0.33,0.0,0.2,0.71,0.52
2205,Kent (886),The Folkestone School for Girls,0.99,0.59,1.0,0.87,0.95
2206,Kent (886),Fulston Manor School,0.52,0.13,0.19,0.75,0.58
2207,Kent (886),Gravesend Grammar School,0.98,0.6,1.0,0.96,0.97
2208,Kent (886),Hadlow Rural Community School,,,,,
2209,Kent (886),Hartsdown Technology College,0.19,0.01,0.11,0.63,0.26
2210,Kent (886),The Harvey Grammar School,0.98,0.48,1.0,0.92,0.89
2211,Kent (886),The Hayesbrook School,0.47,0.08,0.28,0.61,0.56
2212,Kent (886),Herne Bay High School,0.43,0.03,0.25,0.64,0.63
2213,Kent (886),High Weald Academy,0.31,0.07,0.1,0.37,0.34
2214,Kent (886),Highsted Grammar School,0.98,0.89,1.0,0.96,0.85
2215,Kent (886),Highworth Grammar School,0.97,0.87,0.82,0.94,0.93
2216,Kent (886),Hillview School for Girls,0.62,0.28,0.52,0.93,0.67
2217,Kent (886),Holmesdale Technology College,0.35,0.03,0.14,0.61,0.49
2218,Kent (886),Homewood School and Sixth Form Centre,0.46,0.07,0.25,0.68,0.67
2219,Kent (886),Hugh Christie Technology College,0.43,0.08,0.28,0.7,0.55
2220,Kent (886),Invicta Grammar School,0.99,0.68,1.0,0.99,0.99
2221,Kent (886),The John Wallis Church of England Academy,0.48,0.12,0.31,0.73,0.71
2222,Kent (886),The Judd School,0.99,0.87,,0.98,1.0
2223,Kent (886),King Ethelbert School,0.55,0.07,0.44,0.76,0.62
2224,Kent (886),Knole Academy,0.49,0.1,0.24,0.54,0.55
2225,Kent (886),The Leigh Academy,0.53,0.16,0.4,0.78,0.65
2226,Kent (886),Longfield Academy,0.5,0.03,0.26,0.7,0.63
2227,Kent (886),Maidstone Grammar School,0.98,0.85,0.88,0.88,0.96
2228,Kent (886),Maidstone Grammar School for Girls,0.99,0.91,1.0,0.92,0.97
2229,Kent (886),The Malling School,0.29,0.02,0.29,0.7,0.39
2230,Kent (886),The Maplesden Noakes School,0.41,0.14,0.2,0.54,0.63
2231,Kent (886),The Marlowe Academy,0.13,0.01,0.06,0.53,0.3
2232,Kent (886),The Marsh Academy,0.42,0.09,0.28,0.83,0.51
2233,Kent (886),Mascalls School,0.49,0.2,0.25,0.68,0.58
2234,Kent (886),"Mayfield Grammar School, Gravesend",0.96,0.74,1.0,0.92,0.91
2235,Kent (886),Meopham School,0.38,0.05,0.3,0.54,0.61
